OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_253	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	unidentified	Nectriaceae sp
OTU_254	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_255	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus volemoides
OTU_256	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	unidentified	?
OTU_257	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Aspergillus aculeatus
OTU_258	Fungi	Basidiomycota	Incertae sedis	Malasseziales	unidentified	unidentified	Malasseziales sp
OTU_259	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala bergeri
OTU_262	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium sp
OTU_263	Fungi	?	?	?	?	?	?
OTU_264	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	?	?	?
OTU_265	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp
OTU_267	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula sp
OTU_268	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina sp
OTU_269	Fungi	Ascomycota	Sordariomycetes	Sordariales	?	?	?
OTU_270	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella africana
OTU_272	Fungi	?	?	?	?	?	?
OTU_273	Fungi	Ascomycota	?	?	?	?	?
OTU_275	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_276	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_277	Fungi	Chytridiomycota	Chytridiomycetes	?	?	?	?
OTU_278	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina sp
OTU_279	Fungi	?	?	?	?	?	?
OTU_281	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	unidentified	Trichocomaceae sp
OTU_282	Fungi	Ascomycota	Orbiliomycetes	?	?	?	?
OTU_283	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium sp TW_2011
OTU_285	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp
OTU_286	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	?	?
OTU_287	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	unidentified	unidentified	Atractiellales sp
OTU_288	Fungi	?	?	?	?	?	?
OTU_289	Fungi	Ascomycota	Sordariomycetes	Sordariales	?	?	?
OTU_290	Fungi	Ascomycota	?	?	?	?	?
OTU_291	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_292	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Calvatia	?
OTU_294	Fungi	Ascomycota	?	?	?	?	?
OTU_295	Fungi	?	?	?	?	?	?
OTU_296	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_297	Fungi	Ascomycota	?	?	?	?	?
OTU_298	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp
OTU_299	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Aspergillus brasiliensis
OTU_300	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	?	?
OTU_301	Fungi	Basidiomycota	?	?	?	?	?
OTU_302	Fungi	Ascomycota	?	?	?	?	?
OTU_303	Fungi	Ascomycota	?	?	?	?	?
OTU_304	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella sp
OTU_306	Fungi	Ascomycota	?	?	?	?	?
OTU_307	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_309	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	?
OTU_310	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella brunneocystidia
OTU_311	Fungi	Basidiomycota	Incertae sedis	Malasseziales	Incertae sedis	Malassezia	Malassezia restricta
OTU_312	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	?	?	?
OTU_313	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria sp
OTU_314	Fungi	Ascomycota	unidentified	unidentified	?	?	?
OTU_316	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium shearii
OTU_317	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	unidentified	Russulaceae sp
OTU_319	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina sp
OTU_322	Fungi	Ascomycota	?	?	?	?	?
OTU_323	Fungi	Ascomycota	?	?	?	?	?
OTU_324	Fungi	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	?	?	?
OTU_325	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae sedis	Stachybotrys	Stachybotrys microspora
OTU_327	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_328	Fungi	Basidiomycota	?	?	?	?	?
OTU_329	Fungi	Chytridiomycota	?	?	?	?	?
OTU_330	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	unidentified	?
OTU_332	Fungi	?	?	?	?	?	?
OTU_333	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	unidentified	Boletaceae sp
OTU_334	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita masasiensis
OTU_335	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia crassispora
OTU_336	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	?
OTU_337	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius sp
OTU_339	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_340	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	?
OTU_341	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	Herpotrichiellaceae sp
OTU_342	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma dictyosporum
OTU_343	Fungi	Basidiomycota	?	?	?	?	?
OTU_344	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp
OTU_345	Fungi	?	?	?	?	?	?
OTU_346	Fungi	Basidiomycota	?	?	?	?	?
OTU_347	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	?	?
OTU_354	Fungi	?	?	?	?	?	?
OTU_355	Fungi	?	?	?	?	?	?
OTU_356	Fungi	Basidiomycota	?	?	?	?	?
OTU_357	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	unidentified	Russulaceae sp
OTU_358	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi sp
OTU_359	Fungi	Zygomycota	Incertae sedis	?	?	?	?
OTU_360	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp
OTU_361	Fungi	Ascomycota	?	?	?	?	?
OTU_362	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus	Cochliobolus lunatus
OTU_365	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula sp
OTU_367	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_368	Fungi	?	?	?	?	?	?
OTU_369	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	unidentified	Pleosporaceae sp
OTU_370	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	unidentified	Sordariaceae sp
OTU_373	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Aspergillus brasiliensis
OTU_374	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora sp
OTU_375	Fungi	Chytridiomycota	?	?	?	?	?
OTU_377	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_379	Fungi	Ascomycota	unidentified	?	?	?	?
OTU_380	Fungi	unidentified	unidentified	?	?	?	?
OTU_381	Fungi	Basidiomycota	?	?	?	?	?
OTU_382	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	?
OTU_383	Fungi	?	?	?	?	?	?
OTU_385	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	?
OTU_386	Fungi	Ascomycota	Dothideomycetes	unidentified	unidentified	?	?
OTU_387	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Incertae sedis	unidentified	Trichosphaeriales sp
OTU_388	Fungi	Ascomycota	Sordariomycetes	Sordariales	unidentified	unidentified	Sordariales sp
OTU_389	Fungi	Ascomycota	?	?	?	?	?
OTU_390	Fungi	Ascomycota	?	?	?	?	?
OTU_391	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	unidentified	?
OTU_392	Fungi	Ascomycota	Sordariomycetes	Incertae sedis	Magnaporthaceae	unidentified	Magnaporthaceae sp
OTU_393	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_394	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_395	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	?
OTU_396	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_397	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_398	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_399	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	?
OTU_400	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_401	Fungi	Ascomycota	?	?	?	?	?
OTU_402	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	Herpotrichiellaceae sp
OTU_403	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	?	?
OTU_404	Fungi	Ascomycota	?	?	?	?	?
OTU_405	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	?	?	?
OTU_406	Fungi	Chytridiomycota	?	?	?	?	?
OTU_408	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	?
OTU_409	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_410	Fungi	Ascomycota	?	?	?	?	?
OTU_411	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita subviscosa
OTU_413	Fungi	Ascomycota	?	?	?	?	?
OTU_414	Fungi	Chytridiomycota	Chytridiomycetes	?	?	?	?
OTU_415	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Zopfiella	?
OTU_416	Fungi	Ascomycota	Leotiomycetes	?	?	?	?
OTU_417	Fungi	Ascomycota	?	?	?	?	?
OTU_419	Fungi	Basidiomycota	?	?	?	?	?
OTU_422	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	unidentified	?
OTU_423	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Seiridium	?
OTU_424	Fungi	Ascomycota	?	?	?	?	?
OTU_425	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_426	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_427	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus curtus
OTU_429	Fungi	Basidiomycota	Exobasidiomycetes	Incertae sedis	Incertae sedis	Meira	Meira sp 4 YHW_2013
OTU_430	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_431	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	Pleosporales sp
OTU_432	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	?	?
OTU_434	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Incertae sedis	Debaryomyces	Debaryomyces prosopidis
OTU_435	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	Pleosporales sp
OTU_437	Fungi	?	?	?	?	?	?
OTU_439	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_440	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_441	Fungi	Basidiomycota	?	?	?	?	?
OTU_442	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Nematoctonus	Nematoctonus pachysporus
OTU_443	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	?
OTU_444	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	?	?
OTU_445	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Aureobasidium	?
OTU_446	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	?	?	?
OTU_447	Fungi	Ascomycota	unidentified	unidentified	unidentified	?	?
OTU_449	Fungi	Ascomycota	Sordariomycetes	Incertae sedis	Magnaporthaceae	unidentified	Magnaporthaceae sp
OTU_450	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	?
OTU_451	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_452	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Petriella	?
OTU_453	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_454	Fungi	Ascomycota	Pezizomycetes	?	?	?	?
OTU_455	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Togniniaceae	Phaeoacremonium	Phaeoacremonium rubrigenum
OTU_456	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_458	Fungi	?	?	?	?	?	?
OTU_459	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_460	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_461	Fungi	Ascomycota	?	?	?	?	?
OTU_462	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Bartalinia	Bartalinia robillardoides
OTU_463	Fungi	Basidiomycota	?	?	?	?	?
OTU_464	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium sp IP_87
OTU_465	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_466	Fungi	Ascomycota	?	?	?	?	?
OTU_468	Fungi	Zygomycota	Incertae sedis	Mortierellales	Mortierellaceae	?	?
OTU_469	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_470	Fungi	Chytridiomycota	?	?	?	?	?
OTU_472	Fungi	Chytridiomycota	?	?	?	?	?
OTU_473	Fungi	Basidiomycota	Agaricomycetes	Polyporales	?	?	?
OTU_474	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp
OTU_475	Fungi	Ascomycota	?	?	?	?	?
OTU_477	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma dictyosporum
OTU_478	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae sedis	Myrothecium	Myrothecium sp
OTU_479	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	?
OTU_480	Fungi	unidentified	?	?	?	?	?
OTU_481	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_482	Fungi	unidentified	unidentified	unidentified	?	?	?
OTU_483	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_484	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	unidentified	?
OTU_485	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	unidentified	unidentified	Sporidiobolales sp
OTU_486	Fungi	Ascomycota	?	?	?	?	?
OTU_487	Fungi	Chytridiomycota	?	?	?	?	?
OTU_488	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_489	Fungi	Ascomycota	?	?	?	?	?
OTU_490	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Calonectria	?
OTU_491	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella sp SYN 970
OTU_492	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Calonectria	?
OTU_493	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	Herpotrichiellaceae sp
OTU_494	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	Pleosporales sp
OTU_495	Fungi	Zygomycota	Incertae sedis	Mucorales	Mucoraceae	Mucor	Mucor ardhlaengiktus
OTU_496	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus volemoides
OTU_498	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	?
OTU_499	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_500	Fungi	Ascomycota	?	?	?	?	?
OTU_501	Fungi	Ascomycota	?	?	?	?	?
OTU_502	Fungi	?	?	?	?	?	?
OTU_503	Fungi	Basidiomycota	?	?	?	?	?
OTU_504	Fungi	Ascomycota	?	?	?	?	?
OTU_505	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	Pleosporales sp
OTU_506	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_507	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_508	Fungi	Ascomycota	?	?	?	?	?
OTU_509	Fungi	Ascomycota	Dothideomycetes	unidentified	unidentified	unidentified	Dothideomycetes sp
OTU_511	Fungi	Ascomycota	?	?	?	?	?
OTU_512	Fungi	Chytridiomycota	?	?	?	?	?
OTU_513	Fungi	Ascomycota	unidentified	?	?	?	?
OTU_514	Fungi	Ascomycota	?	?	?	?	?
OTU_516	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium pinghaense
OTU_517	Fungi	?	?	?	?	?	?
OTU_518	Fungi	?	?	?	?	?	?
OTU_519	Fungi	Ascomycota	Eurotiomycetes	Onygenales	?	?	?
OTU_520	Fungi	Ascomycota	Sordariomycetes	Sordariales	?	?	?
OTU_521	Fungi	Ascomycota	Pezizomycetes	?	?	?	?
OTU_522	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Entomocorticium	?
OTU_523	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae sedis	Myrothecium	?
OTU_524	Fungi	Ascomycota	?	?	?	?	?
OTU_525	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	unidentified	Agaricaceae sp
OTU_526	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp
OTU_527	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae sedis	unidentified	Hypocreales sp
OTU_528	Fungi	Basidiomycota	?	?	?	?	?
OTU_529	Fungi	Ascomycota	?	?	?	?	?
OTU_530	Fungi	Zygomycota	Incertae sedis	Mortierellales	Mortierellaceae	?	?
OTU_532	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_533	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_535	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_538	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Incertae sedis	Cryptococcus	Cryptococcus aff taibaiensis IMUFRJ 51982
OTU_539	Fungi	Ascomycota	?	?	?	?	?
OTU_540	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_541	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	unidentified	Sordariaceae sp
OTU_543	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	unidentified	Trichocomaceae sp
OTU_544	Fungi	Ascomycota	?	?	?	?	?
OTU_545	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	?	?
OTU_546	Fungi	Ascomycota	?	?	?	?	?
OTU_548	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Aspergillus pseudonomius
OTU_549	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_550	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	?
OTU_551	Fungi	?	?	?	?	?	?
OTU_552	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_553	Fungi	?	?	?	?	?	?
OTU_554	Fungi	?	?	?	?	?	?
OTU_556	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Zopfiella	?
OTU_557	Fungi	Ascomycota	?	?	?	?	?
OTU_558	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	?	?
OTU_559	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	?	?
OTU_560	Fungi	Ascomycota	?	?	?	?	?
OTU_561	Fungi	Ascomycota	?	?	?	?	?
OTU_562	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	?	?	?
OTU_564	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma sp FH6_16
OTU_565	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_566	Fungi	Ascomycota	Archaeorhizomycetes	?	?	?	?
OTU_567	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_568	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_570	Fungi	Ascomycota	?	?	?	?	?
OTU_571	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_572	Fungi	Basidiomycota	?	?	?	?	?
OTU_573	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_575	Fungi	Chytridiomycota	?	?	?	?	?
OTU_576	Fungi	Ascomycota	?	?	?	?	?
OTU_577	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma sp
OTU_578	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_580	Fungi	Ascomycota	?	?	?	?	?
OTU_581	Fungi	Basidiomycota	Agaricomycetes	Polyporales	unidentified	unidentified	Polyporales sp
OTU_583	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_584	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium bialowiezense
OTU_585	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_586	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus sp ecv3614
OTU_587	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_588	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_589	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_590	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_591	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium citrinum
OTU_593	Fungi	?	?	?	?	?	?
OTU_594	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Montagnulaceae	Paraconiothyrium	Paraconiothyrium brasiliense
OTU_596	Fungi	Ascomycota	?	?	?	?	?
OTU_597	Fungi	Ascomycota	Dothideomycetes	unidentified	unidentified	unidentified	Dothideomycetes sp
OTU_598	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia sebi
OTU_599	Fungi	Ascomycota	?	?	?	?	?
OTU_600	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_601	Fungi	Ascomycota	?	?	?	?	?
OTU_603	Fungi	Ascomycota	Sordariomycetes	Sordariales	unidentified	unidentified	?
OTU_604	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	?
OTU_606	Fungi	?	?	?	?	?	?
OTU_607	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	?
OTU_608	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_609	Fungi	Ascomycota	Incertae sedis	Incertae sedis	Incertae sedis	Staphylotrichum	Staphylotrichum sp
OTU_610	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Taifanglania	Taifanglania major
OTU_611	Fungi	Ascomycota	?	?	?	?	?
OTU_612	Fungi	Ascomycota	?	?	?	?	?
OTU_613	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	unidentified	Trichocomaceae sp
OTU_614	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_615	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_618	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_619	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Termitomyces	Termitomyces sp OS1
OTU_620	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe erubescens
OTU_621	Fungi	Ascomycota	?	?	?	?	?
OTU_624	Fungi	Ascomycota	Sordariomycetes	Sordariales	?	?	?
OTU_625	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	unidentified	Pleosporaceae sp
OTU_627	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_628	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae sedis	Periconia	Periconia sp
OTU_629	Fungi	Chytridiomycota	?	?	?	?	?
OTU_630	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	Herpotrichiellaceae sp
OTU_633	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp
OTU_635	Fungi	?	?	?	?	?	?
OTU_636	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma sp 10 RJ_2014
OTU_637	Fungi	?	?	?	?	?	?
OTU_638	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora caudata
OTU_639	Fungi	Ascomycota	?	?	?	?	?
OTU_640	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_641	Fungi	?	?	?	?	?	?
OTU_643	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	unidentified	Thelephoraceae sp
OTU_644	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	?	?	?
OTU_645	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_646	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	?	?
OTU_647	Fungi	Ascomycota	Dothideomycetes	Jahnulales	?	?	?
OTU_648	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	unidentified	unidentified	Eurotiales sp
OTU_649	Fungi	Ascomycota	Orbiliomycetes	?	?	?	?
OTU_651	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	unidentified	Sordariaceae sp
OTU_653	Fungi	Chytridiomycota	?	?	?	?	?
